Artist,Total_Streams,As_Lead,Solo,As_Feature,Daily_Streams,Daily_As_Lead,Daily_As_Feature,Tracks,Tracks_As_Lead,Tracks_Solo,Tracks_As_Feature
Nessa Barrett,1 387 511 689,1 378 584 449,1 131 655 189,8 927 240,2 512 297,2 505 504,6 793,74,72,61,2
Tony Effe,1 388 943 592,906 807 993,328 319 894,482 135 599,1 080 643,740 715,339 928,69,38,16,31
Espinoza Paz,1 389 011 738,1 120 441 312,1 086 561 720,268 570 426,1 282 661,1 166 740,115 921,254,239,230,15
Naughty Boy,1 390 482 280,1 358 381 772,0,32 100 508,1 934 606,1 930 737,3 869,72,59,0,13
Whitesnake,1 390 341 655,1 390 341 655,1 366 523 449,0,529 208,529 208,0,331,331,277,0
Loredana,1 390 792 564,1 019 671 028,446 559 980,371 121 536,287 819,213 946,73 873,84,69,41,15
Kasabian,1 391 944 166,1 386 843 662,1 379 803 179,5 100 504,356 235,355 109,1 126,164,163,156,1
Boosie Badazz,1 389 674 601,894 621 338,484 600 898,495 053 263,527 174,357 223,169 951,736,620,405,116
Dubdogz,1 392 437 580,777 781 095,122 630 172,614 656 485,635 959,342 769,293 190,131,83,8,48
Billie Holiday,1 392 700 898,1 367 072 341,1 269 356 727,25 628 557,571 091,564 760,6 331,406,392,273,14
Dusty Springfield,1 392 878 291,1 390 818 604,1 322 874 697,2 059 687,673 959,673 324,635,137,135,129,2
Lyodra,1 394 965 212,1 274 923 765,1 026 523 800,120 041 447,1 676 319,1 399 619,276 700,22,20,14,2
Rob Thomas,1 395 143 065,937 668 965,928 173 839,457 474 100,575 268,358 058,217 210,89,81,72,8
Callejero Fino,1 395 978 351,383 885 426,108 749 386,1 012 092 925,660 289,116 817,543 472,75,46,17,29
Bronco,1 392 638 787,1 312 643 450,1 164 536 155,79 995 337,865 462,801 173,64 289,351,335,304,16
Ivete Sangalo,1 392 780 552,1 023 029 401,572 130 357,369 751 151,836 303,682 213,154 090,411,335,250,76
December Avenue,1 396 623 341,1 385 196 430,1 123 012 810,11 426 911,1 283 684,1 275 430,8 254,45,42,39,3
First Aid Kit,1 397 183 359,1 325 349 671,1 314 674 070,71 833 688,332 509,309 437,23 072,138,129,112,9
for KING & COUNTRY,1 398 131 337,1 371 676 739,1 038 229 531,26 454 598,727 125,712 556,14 569,187,183,131,4
Sachet-Parampara,1 398 577 465,330 193 820,8 876 119,1 068 383 645,2 427 371,1 455 044,972 327,55,19,4,36
Cedric Gervais,1 399 189 755,170 078 563,31 354 965,1 229 111 192,347 261,29 579,317 682,128,85,23,43
Jorge Drexler,1 399 604 987,1 082 229 549,903 996 962,317 375 438,494 546,315 741,178 805,218,183,171,35
Sabrina Claudio,1 401 739 223,1 217 024 077,919 542 291,184 715 146,343 536,255 030,88 506,99,80,71,19
Irama,1 401 774 336,1 264 852 325,1 002 698 256,136 922 011,331 473,298 933,32 540,76,72,48,4
Trap Capos,1 402 156 933,1 002 578 505,0,399 578 428,1 349 412,908 596,440 816,23,22,0,1
D12,1 402 359 624,1 104 165 130,977 659 848,298 194 494,537 482,414 810,122 672,76,68,58,8
Raí Saia Rodada,1 402 404 718,1 192 760 912,828 639 986,209 643 806,372 494,311 585,60 909,292,253,199,39
Take That,1 403 871 902,1 383 789 541,1 310 001 632,20 082 361,596 514,593 969,2 545,238,236,226,2
HRVY,1 402 635 933,818 463 701,647 321 868,584 172 232,184 718,126 827,57 891,83,58,35,25
Nardo Wick,1 404 931 115,1 233 535 007,587 451 315,171 396 108,562 229,488 457,73 772,65,45,33,20
Clinton Kane,1 406 045 108,1 155 791 812,1 155 791 812,250 253 296,362 138,322 425,39 713,42,35,35,7
A$AP Mob,1 405 284 064,1 393 414 484,15 179 558,11 869 580,217 432,216 815,617,35,34,4,1
Carlos Baute,1 406 467 761,1 344 739 150,300 503 124,61 728 611,443 576,421 252,22 324,134,119,99,15
Enjambre,1 406 789 583,1 399 350 885,1 336 585 611,7 438 698,1 607 527,1 598 171,9 356,180,177,175,3
WWE,1 402 600 665,1 402 600 665,3 459 929,0,858 130,858 130,0,486,486,1,0
Justin Moore,1 410 343 971,1 319 498 841,1 201 912 513,90 845 130,407 499,376 310,31 189,114,108,96,6
Dolu Kadehi Ters Tut,1 410 368 405,1 406 596 544,1 072 762 610,3 771 861,910 357,909 518,839,106,105,93,1
Ina Wroldsen,1 410 856 721,662 220 156,202 115 412,748 636 565,307 510,90 440,217 070,60,35,21,25
Aaliyah,1 410 976 259,1 328 538 861,1 200 942 738,82 437 398,730 302,679 570,50 732,80,73,53,7
Francesco Yates,1 413 448 162,42 383 097,41 861 616,1 371 065 065,470 715,5 899,464 816,28,16,15,12
Kendo Kaponi,1 416 077 852,272 210 298,109 043 345,1 143 867 554,528 193,90 412,437 781,85,45,22,40
Lanek,1 416 466 584,38 955 389,4 598 943,1 377 511 195,596 656,7 377,589 279,214,27,6,187
The Outfield,1 417 195 721,1 417 195 721,1 400 190 482,0,832 397,832 397,0,79,79,78,0
Iggy Pop,1 418 749 914,1 302 308 276,1 258 204 052,116 441 638,1 075 265,913 969,161 296,290,257,228,33
Ace of Base,1 419 895 818,1 418 648 626,1 400 146 028,1 247 192,1 076 209,1 075 669,540,154,151,126,3
Hillsong Young & Free,1 418 998 770,1 358 884 256,337 872 936,60 114 514,368 845,355 884,12 961,168,164,56,4
Chris Lake,1 420 695 357,749 342 448,91 255 751,671 352 909,936 513,453 366,483 147,126,76,19,50
Tujamo,1 420 798 646,1 029 045 105,554 449 367,391 753 541,261 833,192 929,68 904,141,117,36,24
Ele A El Dominio,1 421 039 713,651 410 187,475 559 304,769 629 526,1 178 533,769 241,409 292,153,72,52,81
MHD,1 421 477 242,1 112 111 879,818 871 197,309 365 363,674 861,514 882,159 979,91,64,46,27
LX,1 422 126 123,630 853 120,104 671 386,791 273 003,500 157,162 487,337 670,155,106,23,49
Our Last Night,1 421 724 747,1 393 149 792,1 260 264 101,28 574 955,301 405,293 286,8 119,244,241,223,3
Eddie Santiago,1 423 088 699,1 414 253 010,1 414 253 010,8 835 689,1 323 740,1 319 606,4 134,105,97,97,8
AOA,1 423 782 329,308 783 529,305 616 946,1 114 998 800,601 016,276 770,324 246,78,77,75,1
Retrib,1 423 336 831,1 177 595 354,128 989 241,245 741 477,9 230,0,9 230,51,36,9,15
Fuego,1 424 336 305,1 176 882 775,421 516 079,247 453 530,375 456,275 521,99 935,179,128,81,51
Baby Tate,1 425 979 745,433 081 437,288 439 824,992 898 308,659 723,155 011,504 712,107,75,57,32
Iyaz,1 426 817 649,1 336 024 699,1 285 436 387,90 792 950,782 826,751 103,31 723,35,26,16,9
Shindy,1 429 383 165,1 209 754 547,866 816 613,219 628 618,391 945,311 738,80 207,124,97,76,27
Killer Mike,1 427 315 440,187 713 843,49 424 945,1 239 601 597,362 705,103 828,258 877,190,86,46,104
Jim Croce,1 430 650 337,1 430 650 337,1 430 650 337,0,1 029 399,1 029 399,0,97,97,97,0
Anson Seabra,1 430 416 064,1 425 066 184,1 416 136 784,5 349 880,427 267,423 350,3 917,68,67,65,1
La Joaqui,1 431 370 993,602 252 176,106 181 817,829 118 817,1 028 168,446 925,581 243,99,66,33,33
Lauren Spencer Smith,1 432 245 373,1 432 245 373,1 394 334 266,0,1 281 410,1 281 410,0,53,53,52,0
R.K.M & Ken-Y,1 432 285 723,1 009 219 963,793 670 959,423 065 760,852 072,751 620,100 452,113,93,60,20
Robyn,1 432 949 929,1 202 458 586,1 036 301 596,230 491 343,423 172,279 338,143 834,177,150,90,27
IZA,1 434 717 768,1 171 075 968,743 069 380,263 641 800,446 574,286 244,160 330,76,50,29,26
Benny Benassi,1 434 554 128,802 759 206,21 135 217,631 794 922,612 211,282 439,329 772,236,132,21,104
Belanova,1 434 854 217,1 431 719 524,1 424 459 214,3 134 693,1 179 968,1 178 813,1 155,109,107,100,2
Stevie Nicks,1 436 850 782,1 123 693 332,976 259 918,313 157 450,697 771,586 118,111 653,214,197,186,17
Sonder,1 442 189 684,1 442 189 684,1 273 526 337,0,1 730 115,1 730 115,0,16,16,15,0
Jonna Fraser,1 437 194 990,691 927 326,164 637 176,745 267 664,451 957,247 939,204 018,244,143,61,101
Camilo Sesto,1 443 465 757,1 443 465 757,1 402 335 974,0,836 813,836 813,0,233,233,223,0
Chitãozinho & Xororó,1 444 352 952,1 131 894 103,668 740 103,312 458 849,775 729,631 351,144 378,425,375,252,50
Starship,1 444 904 548,1 444 904 548,1 444 380 024,0,703 084,703 084,0,45,45,43,0
Mijares,1 445 114 973,1 313 772 434,1 190 217 799,131 342 539,612 359,575 785,36 574,310,287,256,23
Casting Crowns,1 446 460 656,1 446 460 656,1 271 279 847,0,579 957,579 957,0,218,218,194,0
Barry White,1 450 079 033,1 407 002 966,1 395 766 690,43 076 067,742 050,723 275,18 775,235,231,212,4
Brendon Urie,1 450 594 947,0,0,1 450 594 947,423 772,0,423 772,5,0,0,5
Arjan Dhillon,1 450 920 476,1 416 107 978,1 118 120 007,34 812 498,2 101 536,2 068 955,32 581,162,158,116,4
Dan Caplen,1 451 023 442,61 511 945,32 783 628,1 389 511 497,293 008,4 465,288 543,47,24,11,23
The Ronettes,1 455 683 754,1 455 560 399,1 455 560 399,123 355,482 132,482 100,32,57,56,56,1
Malik Montana,1 455 939 500,1 020 485 083,324 449 118,435 454 417,793 527,532 085,261 442,203,136,50,67
Edward Sharpe & The Magnetic Zeros,1 456 606 867,1 456 227 072,1 456 227 072,379 795,451 605,451 547,58,70,69,69,1
El Makabelico,1 458 034 702,1 456 077 174,1 443 602 296,1 957 528,1 943 742,1 834 492,109 250,160,159,156,1
Hopsin,1 458 712 860,1 294 834 706,1 125 764 599,163 878 154,218 627,171 438,47 189,138,127,107,11
Josman,1 459 222 157,1 280 689 056,1 197 105 618,178 533 101,976 173,757 178,218 995,138,111,98,27
Bernadya,1 460 095 396,1 438 994 663,1 438 994 663,21 100 733,2 984 841,2 847 554,137 287,15,14,14,1
OBOY,1 460 845 489,1 143 962 540,1 082 639 593,316 882 949,633 128,512 197,120 931,57,49,46,8
Bleachers,1 462 981 663,1 139 171 126,1 002 728 030,323 810 537,1 081 058,475 814,605 244,146,141,113,5
James Brown,1 460 041 636,1 437 723 345,1 078 954 126,22 318 291,557 841,548 441,9 400,430,418,359,12
Cultura Profética,1 463 176 248,1 296 875 423,1 277 457 869,166 300 825,500 013,416 138,83 875,175,170,163,5
"Hank Williams, Jr.",1 462 992 927,1 409 457 440,1 313 797 280,53 535 487,909 407,836 109,73 298,309,296,269,13
Bishop Briggs,1 464 309 847,1 364 387 505,1 332 139 456,99 922 342,480 408,465 144,15 264,88,79,60,9
Paloma Mami,1 464 790 316,752 978 599,731 089 778,711 811 717,453 815,163 582,290 233,30,20,18,10
Hikaru Utada,1 465 140 851,1 450 207 399,1 301 778 114,14 933 452,859 353,846 195,13 158,181,175,153,6
The Cars,1 465 422 543,1 465 422 543,1 465 122 068,0,677 285,677 285,0,109,109,108,0
Daughter,1 466 157 700,1 466 157 700,1 463 623 399,0,381 071,381 071,0,73,73,71,0
El Jordan 23,1 466 474 235,1 017 957 887,217 933 301,448 516 348,789 524,542 423,247 101,95,69,27,26
Jadakiss,1 467 151 301,275 237 920,72 709 213,1 191 913 381,598 751,70 021,528 730,271,112,40,159
La Quinta Estacion,1 467 700 064,1 467 700 064,1 399 796 854,0,915 447,915 447,0,81,81,78,0
Quebonafide,1 469 190 810,798 636 629,195 938 800,670 554 181,719 647,392 076,327 571,133,80,23,53
The Animals,1 470 254 318,1 470 254 318,1 462 565 464,0,651 913,651 913,0,122,122,119,0
Nando Reis,1 470 789 588,1 110 289 266,695 234 330,360 500 322,533 673,371 119,162 554,364,298,241,66
AK AUSSERKONTROLLE,1 471 192 095,1 250 355 818,701 579 851,220 836 277,516 635,450 051,66 584,142,123,85,19
Gibbs,1 471 231 322,548 736 192,142 304 846,922 495 130,1 269 538,570 596,698 942,244,42,13,202
wave to earth,1 471 471 589,1 464 917 260,1 464 917 260,6 554 329,2 814 907,2 796 449,18 458,36,35,35,1
Neck Deep,1 471 476 453,1 465 806 209,1 383 751 046,5 670 244,637 765,632 734,5 031,93,92,89,1
Tay-K,1 471 599 244,1 471 599 244,1 196 042 608,0,450 272,450 272,0,10,10,8,0
Dayglow,1 474 862 348,1 474 171 121,1 472 891 519,691 227,476 580,475 888,692,46,45,41,1
Ati242,1 474 993 833,1 296 049 467,1 123 404 589,178 944 366,3 245 921,3 169 975,75 946,84,67,51,17
EARTHGANG,1 475 894 821,583 467 994,258 270 801,892 426 827,361 420,120 384,241 036,176,121,68,55
ROZES,1 477 798 963,130 609 758,95 206 171,1 347 189 205,309 306,13 117,296 189,73,48,29,25
MadMan,1 479 780 297,756 241 960,396 693 252,723 538 337,328 662,161 747,166 915,163,82,48,81
Binomio de Oro de América,1 481 843 835,1 469 926 149,1 469 926 149,11 917 686,1 325 223,1 315 318,9 905,109,105,105,4
Joe Cocker,1 482 925 685,1 410 775 543,1 046 190 855,72 150 142,595 172,575 715,19 457,319,314,304,5
Lasso,1 485 426 448,1 300 285 406,730 982 830,185 141 042,1 452 729,779 761,672 968,97,79,62,18
Social House,1 489 848 666,590 964 186,69 057 593,898 884 480,518 932,140 227,378 705,12,9,8,3
Ben E. King,1 492 477 936,1 491 605 583,1 491 068 579,872 353,699 013,698 706,307,99,95,93,4
Helene Fischer,1 478 767 140,1 341 226 228,1 132 898 643,137 540 912,748 315,698 757,49 558,529,517,416,12
Eric Bellinger,1 486 431 935,1 284 711 156,390 262 386,201 720 779,395 665,353 460,42 205,403,341,199,62
Last Child,1 493 540 472,1 474 186 665,1 274 972 388,19 353 807,1 874 096,1 858 348,15 748,31,30,28,1
BLOK3,1 501 406 625,1 501 406 625,1 428 838 741,0,2 989 508,2 989 508,0,32,32,30,0
Yung Lean,1 493 808 174,1 298 878 889,1 076 604 156,194 929 285,719 105,556 323,162 782,154,132,94,22
Ikky,1 493 949 680,12 222 186,2 170 813,1 481 727 494,1 864 722,4 256,1 860 466,40,7,3,33
Faith Evans,1 497 553 181,436 245 030,349 342 686,1 061 308 151,560 434,159 570,400 864,173,141,97,32
Rachel Platten,1 500 594 239,1 494 542 466,1 476 181 866,6 051 773,370 257,369 444,813,58,55,51,3
Mura Masa,1 497 714 870,1 360 481 274,187 403 073,137 233 596,289 282,245 634,43 648,112,81,33,31
Yuuri,1 502 449 986,1 497 311 124,1 494 846 788,5 138 862,798 129,793 398,4 731,53,52,51,1
Zeeba,1 502 478 390,141 563 061,101 854 671,1 360 915 329,452 232,48 493,403 739,77,49,34,28
Interpol,1 503 310 061,1 503 310 061,1 490 606 884,0,420 207,420 207,0,167,167,147,0
Aimer,1 505 064 833,1 375 335 557,1 314 140 006,129 729 276,562 424,511 267,51 157,233,212,203,21
Rocco Hunt,1 505 630 419,1 184 039 914,442 348 358,321 590 505,319 436,254 477,64 959,122,113,64,9
John Mellencamp,1 505 674 872,1 505 674 872,1 475 870 284,0,600 810,600 810,0,270,270,256,0
The Temper Trap,1 506 817 775,1 185 326 807,1 057 352 084,321 490 968,1 089 839,726 343,363 496,88,85,55,3
Rosa Linn,1 508 809 406,1 494 567 161,1 374 999 568,14 242 245,683 525,600 768,82 757,20,14,5,6
Michael Kiwanuka,1 508 675 264,1 491 454 254,1 419 899 218,17 221 010,747 563,739 393,8 170,91,88,81,3
Elvis Crespo,1 509 793 402,967 305 921,774 863 677,542 487 481,820 889,517 074,303 815,195,180,109,15
Phantogram,1 513 517 724,1 484 328 630,1 064 631 576,29 189 094,800 888,786 590,14 298,103,87,75,16
Pedro Lotto,1 515 366 362,21 974 808,0,1 493 391 554,1 196 852,22 943,1 173 909,181,18,0,163
CamelPhat,1 514 303 322,1 224 112 603,82 593 699,290 190 719,575 953,458 026,117 927,214,169,48,45
Doechii,1 516 350 557,1 215 429 686,978 641 727,300 920 871,13 162 216,11 796 447,1 365 769,77,66,53,11
ANNA,1 516 655 298,842 565 199,393 901 089,674 090 099,1 531 353,1 075 438,455 915,55,39,18,16
Gilberto Santa Rosa,1 517 154 736,1 314 835 825,1 250 466 467,202 318 911,852 908,772 404,80 504,368,294,234,74
Imogen Heap,1 517 273 344,727 073 833,718 055 567,790 199 511,4 315 904,2 518 982,1 796 922,158,148,133,10
Lil' Kim,1 518 621 021,431 121 109,299 055 163,1 087 499 912,539 896,107 842,432 054,147,98,60,49
MC Joãozinho VT,1 519 198 665,486 289 849,10 490 479,1 032 908 816,2 828 611,1 417 782,1 410 829,189,65,6,124
The Cardigans,1 521 289 348,1 498 271 615,1 486 185 244,23 017 733,1 146 906,1 139 138,7 768,101,100,96,1
Bhavi,1 521 187 237,788 575 472,119 961 719,732 611 765,967 442,414 226,553 216,123,72,39,51
Killswitch Engage,1 521 557 440,1 412 628 182,1 372 952 882,108 929 258,577 240,519 214,58 026,149,147,144,2
Amaal Mallik,1 521 770 729,1 000 875 478,22 452 051,520 895 251,1 618 405,1 287 893,330 512,98,47,6,51
George Henrique & Rodrigo,1 523 090 476,1 449 928 483,748 867 053,73 161 993,828 466,801 657,26 809,133,125,109,8
Axwell,1 523 209 247,379 979 181,125 651 408,1 143 230 066,514 838,85 259,429 579,113,69,14,44
Bipolar Sunshine,1 523 279 393,78 411 420,56 344 824,1 444 867 973,354 461,5 571,348 890,86,33,23,53
Oruam,1 524 170 021,430 671 696,0,1 093 498 325,2 552 727,1 687 099,865 628,37,9,0,28
Crowded House,1 524 453 932,1 524 453 932,1 523 652 465,0,1 217 641,1 217 641,0,178,178,175,0
Lucas & Steve,1 526 947 359,1 016 078 311,411 781 631,510 869 048,236 879,139 682,97 197,135,93,34,42
Comethazine,1 529 317 153,1 527 520 045,1 375 848 553,1 797 108,212 088,211 573,515,115,111,107,4
Mariah Angeliq,1 531 766 115,297 342 180,141 517 048,1 234 423 935,366 798,45 649,321 149,73,29,17,44
K CAMP,1 531 489 904,1 246 899 940,868 691 395,284 589 964,271 363,224 796,46 567,299,238,146,61
Panteon Rococo,1 532 198 646,1 464 802 627,1 168 531 729,67 396 019,569 956,533 350,36 606,159,145,120,14
Ray LaMontagne,1 534 372 567,1 534 372 567,1 391 274 163,0,545 759,545 759,0,118,118,97,0
BK,1 534 513 458,859 434 714,9 122 881,675 078 744,1 498 446,1 039 599,458 847,155,95,3,60
Third Eye Blind,1 535 256 044,1 535 256 044,1 533 432 932,0,585 109,585 109,0,154,154,152,0
TobyMac,1 535 321 544,1 112 920 731,699 132 831,422 400 813,667 224,523 687,143 537,256,248,148,8
Auli'i Cravalho,1 536 285 056,1 022 310 862,26 998 355,513 974 194,1 287 956,958 698,329 258,27,19,4,8
CAPO,1 537 793 957,895 994 909,505 023 563,641 799 048,566 025,304 423,261 602,146,101,59,45
Shekhar Ravjiani,1 538 089 952,47 137 081,30 063 760,1 490 952 871,1 245 588,37 058,1 208 530,96,40,9,56
112,1 538 486 862,744 242 687,538 080 451,794 244 175,691 087,312 025,379 062,133,122,96,11
Miksu / Macloud,1 540 524 285,821 384 506,106 590,719 139 779,787 291,281 145,506 146,79,29,1,50
Gipsy Kings,1 538 608 063,1 275 662 150,1 257 172 317,262 945 913,673 576,575 906,97 670,234,227,221,7
Lagum,1 540 664 917,1 439 365 754,932 671 668,101 299 163,585 043,521 115,63 928,107,100,88,7
Kaaris,1 541 385 847,1 303 497 931,966 484 411,237 887 916,756 894,560 886,196 008,236,203,157,33
Vicetone,1 542 785 956,1 445 438 679,291 685 370,97 347 277,428 374,421 464,6 910,116,97,37,19
Perera DJ,1 543 322 061,112 109 644,0,1 431 212 417,867 935,74 550,793 385,103,14,0,89
CeeLo Green,1 543 900 718,971 141 840,830 076 716,572 758 878,514 299,278 370,235 929,206,131,101,75
GAYLE,1 545 151 783,1 499 541 422,1 475 754 891,45 610 361,2 109 537,2 109 537,0,38,35,28,3
Josylvio,1 546 642 670,1 070 166 877,467 343 199,476 475 793,345 759,219 123,126 636,205,139,60,66
Snøw,1 547 326 013,164 856 393,56 160 314,1 382 469 620,370 590,26 797,343 793,98,51,20,47
Elle King,1 547 461 749,1 204 012 896,943 196 019,343 448 853,396 928,339 450,57 478,76,62,54,14
Gorgon City,1 547 735 195,1 222 441 902,198 355 006,325 293 293,482 290,400 314,81 976,229,177,42,52
Staind,1 548 047 947,1 548 047 947,1 548 047 947,0,889 989,889 989,0,125,125,125,0
Fito y Fitipaldis,1 548 138 545,1 436 214 378,1 379 020 923,111 924 167,662 848,614 383,48 465,171,149,117,22
Lil Xan,1 550 298 610,1 295 890 480,1 050 536 304,254 408 130,145 407,114 469,30 938,84,51,34,33
Darkiel,1 551 610 657,371 367 016,208 141 440,1 180 243 641,879 479,145 050,734 429,151,88,56,63
Mecano,1 552 171 464,1 552 171 464,1 552 171 464,0,1 011 755,1 011 755,0,111,111,111,0
Redman,1 551 717 946,338 597 269,265 488 734,1 213 120 677,414 634,84 058,330 576,320,196,131,124
Famous Dex,1 552 671 671,1 422 672 162,628 704 433,129 999 509,142 656,125 538,17 118,144,117,63,27
Tribo da Periferia,1 553 377 152,1 511 380 927,0,41 996 225,1 040 683,1 003 340,37 343,160,153,0,7
shy martin,1 553 479 134,551 712 902,519 379 959,1 001 766 232,176 448,70 772,105 676,37,26,24,11
Royal Blood,1 554 496 319,1 546 146 135,1 537 567 880,8 350 184,387 994,385 971,2 023,63,62,59,1
Shouse,1 554 735 387,1 548 296 089,770 993 320,6 439 298,624 901,532 183,92 718,42,36,9,6
Eve,1 555 782 867,1 547 346 264,1 463 018 880,8 436 603,786 944,781 426,5 518,124,123,100,1
Little Big Town,1 557 243 573,1 402 906 658,1 383 750 162,154 336 915,373 285,353 859,19 426,147,138,132,9
Siddhartha,1 557 491 965,1 542 599 697,1 341 118 683,14 892 268,1 009 190,996 199,12 991,94,93,86,1
Plain White T's,1 559 683 526,1 559 683 526,1 557 709 711,0,483 403,483 403,0,116,116,114,0
Grateful Dead,1 419 280 539,1 414 517 248,1 379 820 275,4 763 291,1 068 170,1 066 359,1 811,886,879,839,7
Payal Dev,1 561 218 417,781 618 786,1 354 256,779 599 631,1 225 108,534 009,691 099,133,63,2,70
Parampara Tandon,1 561 685 475,21 337 770,4 142 705,1 540 347 705,2 372 288,46 015,2 326 273,71,6,4,65
Massive Attack,1 563 624 846,1 544 763 254,148 725 512,18 861 592,1 012 467,1 008 191,4 276,182,175,49,7
Los Acosta,1 563 609 811,1 388 157 221,1 388 157 221,175 452 590,1 185 504,1 065 204,120 300,210,199,199,11
Tony Bennett,1 561 966 267,1 506 276 418,644 897 549,55 689 849,297 994,280 883,17 111,403,386,214,17
Di Propósito,1 567 212 315,802 884 295,397 559 025,764 328 020,1 013 826,448 015,565 811,135,96,63,39
Pancho Barraza,1 567 463 653,1 409 821 044,928 529 287,157 642 609,963 010,885 902,77 108,348,311,257,37
